record_id,schema_version,record_type,related_record_id,diffusant,diffusant_isotope,diffusant_valence,co_diffusant,diffusion_type,diffusion_type_qualifier,reference_frame,host_type,host_name,host_ima_name,host_formula,host_endmember,host_group,host_origin,crystallographic_direction,anisotropy_flag,polycrystal_flag,composition_as_reported,composition_basis,sio2_wt_pct,tio2_wt_pct,al2o3_wt_pct,cr2o3_wt_pct,feot_wt_pct,feo_wt_pct,fe2o3_wt_pct,mno_wt_pct,mgo_wt_pct,cao_wt_pct,na2o_wt_pct,k2o_wt_pct,p2o5_wt_pct,nio_wt_pct,other_oxides,mg_number,nbo_t,composition_notes,hydrous_flag,h2o_wt_pct,h2o_wt_pct_min,h2o_wt_pct_max,a_h2o,water_notes,t_k,t_min_k,t_max_k,t_original_value,t_original_unit,p_pa,p_min_pa,p_max_pa,p_original_value,p_original_unit,fo2_buffer,fo2_buffer_offset,log10_fo2_bar,fo2_constraint,apparatus,duration_s,d0_m2_s,log10_d0_m2_s,d0_unc_log10,d0_unc_type,d0_original_value,d0_original_unit,ea_j_mol,ea_unc_j_mol,ea_unc_type,ea_original_value,ea_original_unit,activation_volume_m3_mol,activation_volume_unc_m3_mol,activation_volume_original_value,activation_volume_original_unit,arrhenius_equation_form,gas_constant_used_j_mol_k,d_m2_s,log10_d_m2_s,d_unc_log10,d_unc_type,d_original_value,d_original_unit,n_experiments,n_temperature_points,fit_r_squared,method,experiment_geometry,analytical_technique,direct_measurement_flag,grain_boundary_contribution,concentration_dependent_flag,mixed_md_experiment_flag,quality_flag,t_calibration_notes,caveats,notes,extracted_from,compiler,compilation_date,review_status,citation_key,authors,year,title,journal,volume,pages,doi,source_locus
DDB000235,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet HA1,,,,melt_andesite,,,false,false,wet HA1; SiO2=62.09;Al2O3=19.47;MgO=2.53;CaO=10.64;Na2O=4.25;K2O=1.02,wt_pct_oxide,62.09,,19.47,,,,,,2.53,10.64,4.25,1.02,,,,,,anhydrous_total=100,true,5.1,,,,,1583.15,1583.15,1583.15,1583.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,3600,,,,,,,,,,,,,,,,,,1.49e-10,-9.82681373159,,,1.49e-10,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=2.9e-11 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Pt; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Koepke2001GCA 65; 1481,Koepke,2001,,Geochimica et Cosmochimica Acta,65,1481,10.1016/s0016-7037(01)00550-6,"Zhang 2010 Table 1 xls, Entry# 235; Run# HB72"
DDB000236,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet HA1,,,,melt_andesite,,,false,false,wet HA1; SiO2=62.09;Al2O3=19.47;MgO=2.53;CaO=10.64;Na2O=4.25;K2O=1.02,wt_pct_oxide,62.09,,19.47,,,,,,2.53,10.64,4.25,1.02,,,,,,anhydrous_total=100,true,4.5,,,,,1673.15,1673.15,1673.15,1673.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,1800,,,,,,,,,,,,,,,,,,2.51e-10,-9.60032627852,,,2.51e-10,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=4.7e-11 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Pt; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Koepke2001GCA 65; 1481,Koepke,2001,,Geochimica et Cosmochimica Acta,65,1481,10.1016/s0016-7037(01)00550-6,"Zhang 2010 Table 1 xls, Entry# 236; Run# JK63"
DDB000237,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,HA1 (haploandesite),,,,melt_andesite,,,false,false,HA1 (haploandesite); SiO2=61.81;Al2O3=19.48;MgO=2.51;CaO=10.82;Na2O=4.3;K2O=1.03,wt_pct_oxide,61.81,,19.48,,,,,,2.51,10.82,4.3,1.03,,,,,,anhydrous_total=99.95,true,0.06,,,,,1673.15,1673.15,1673.15,1673.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,10800,,,,,,,,,,,,,,,,,,8.95e-12,-11.0481769647,,,8.95e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=1.7e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Pt; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Koepke2001GCA 65; 1481,Koepke,2001,,Geochimica et Cosmochimica Acta,65,1481,10.1016/s0016-7037(01)00550-6,"Zhang 2010 Table 1 xls, Entry# 237; Run# JK67"
DDB000238,1.0.0,isothermal_d,,Rb,,,,chemical,effective_binary,unspecified,melt,Basalt7-basanite,,,,melt_basalt,,,false,false,Basalt7-basanite; SiO2=45.87;TiO2=1.95;Al2O3=14.55;FeOt=9.795;MnO=0.18;MgO=11.92;CaO=11.145;Na2O=3.04;K2O=0.755;P2O5=0.52,wt_pct_oxide,45.87,1.95,14.55,,9.795,,,0.18,11.92,11.145,3.04,0.755,0.52,,,,,anhydrous_total=99.725,,,,,,,1723.15,1723.15,1723.15,1723.15,K,900000000,900000000,900000000,900,MPa,,,,,piston_cylinder,420,,,,,,,,,,,,,,,,,,1.3e-10,-9.88605664769,,,1.3e-10,m2/s,,,,SIMS,diffusion_couple,SIMS,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=SEBD; 1s_error_as_printed=1e-11 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion couple; Analytical_as_printed=SIMS; Apparatus_as_printed=PCA; Capsule_as_printed=graphite and Mo-Pt; pres_medium_as_printed=Salt-pyrex-MgO; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Lundstrom2003G3 10.1029/2001GC000224,Lundstrom,2003,,G,,,,"Zhang 2010 Table 1 xls, Entry# 238; Run# MMD-30"
DDB000239,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Trachyte1,,,,melt_alkaline,,,false,false,Trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,0.1,,,,,1323.15,1323.15,1323.15,1323.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,72000,,,,,,,,,,,,,,,,,,6.45654229035e-13,-12.19,,,6.45654229034655e-13,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=8.92004281802256e-14 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 239; Run# T6"
DDB000240,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Trachyte1,,,,melt_alkaline,,,false,false,Trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,0.04,,,,,1423.15,1423.15,1423.15,1423.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,1.34896288259e-12,-11.87,,,1.34896288259165e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=9.31830547337345e-14 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 240; Run# T10"
DDB000241,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Trachyte1,,,,melt_alkaline,,,false,false,Trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,0.08,,,,,1423.15,1423.15,1423.15,1423.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,2.29086765277e-12,-11.64,,,2.29086765276777e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=2.10996708291413e-13 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 241; Run# TR2"
DDB000242,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Trachyte1,,,,melt_alkaline,,,false,false,Trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,0.07,,,,,1468.15,1468.15,1468.15,1468.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,10800,,,,,,,,,,,,,,,,,,1.77827941004e-12,-11.75,,,1.77827941003892e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=1.22839189822016e-13 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 242; Run# T1"
DDB000243,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Trachyte1,,,,melt_alkaline,,,false,false,Trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,0.06,,,,,1523.15,1523.15,1523.15,1523.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,4.46683592151e-12,-11.35,,,4.46683592150962e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=3.08558094171551e-13 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 243; Run# TR1"
DDB000244,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Trachyte1,,,,melt_alkaline,,,false,false,Trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,0.06,,,,,1527.15,1527.15,1527.15,1527.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,72000,,,,,,,,,,,,,,,,,,3.09029543251e-12,-11.51,,,3.09029543251358e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=2.13470045875601e-13 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 244; Run# T3"
DDB000245,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet Trachyte1,,,,melt_alkaline,,,false,false,wet trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,1.71,,,,,1323.15,1323.15,1323.15,1323.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,72000,,,,,,,,,,,,,,,,,,2.57039578277e-11,-10.59,,,2.57039578276886e-11,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=5.3266995112485e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 245; Run# T7"
DDB000246,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet Trachyte1,,,,melt_alkaline,,,false,false,wet trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,1.15,,,,,1373.15,1373.15,1373.15,1373.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,3.0199517204e-11,-10.52,,,3.01995172040201e-11,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=4.17221748777563e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 246; Run# T9"
DDB000247,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet Trachyte1,,,,melt_alkaline,,,false,false,wet trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,1.13,,,,,1423.15,1423.15,1423.15,1423.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,72000,,,,,,,,,,,,,,,,,,4.57088189615e-11,-10.34,,,4.57088189614875e-11,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=5.26242225795423e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 247; Run# T5"
DDB000248,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet Trachyte1,,,,melt_alkaline,,,false,false,wet trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,1.66,,,,,1464.15,1464.15,1464.15,1464.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,72000,,,,,,,,,,,,,,,,,,6.91830970919e-11,-10.16,,,6.91830970918935e-11,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=7.96499840254768e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 248; Run# T2"
DDB000249,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Wet Trachyte1,,,,melt_alkaline,,,false,false,wet trachyte1; SiO2=62.37;TiO2=0.48;Al2O3=18.61;FeOt=3.68;MgO=0.24;CaO=1.73;Na2O=5.43;K2O=7.25,wt_pct_oxide,62.37,0.48,18.61,,3.68,,,,0.24,1.73,5.43,7.25,,,,,,anhydrous_total=99.79,true,1.4,,,,,1527.15,1527.15,1527.15,1527.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,10800,,,,,,,,,,,,,,,,,,1.02329299228e-10,-9.99,,,1.02329299228075e-10,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=1.17810959489546e-11 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 249; Run# T4"
DDB000250,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Phonolite1,,,,melt_alkaline,,,false,false,phonolite1; SiO2=59.8;TiO2=0.78;Al2O3=19.52;FeOt=2.95;MgO=0.66;CaO=3.86;Na2O=5.5;K2O=7.31,wt_pct_oxide,59.8,0.78,19.52,,2.95,,,,0.66,3.86,5.5,7.31,,,,,,anhydrous_total=100.38,true,0.03,,,,,1423.15,1423.15,1423.15,1423.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,9.12010839356e-12,-11.04,,,9.12010839355909e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=8.39993025339961e-13 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 250; Run# P14"
DDB000251,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Phonolite1,,,,melt_alkaline,,,false,false,phonolite1; SiO2=59.8;TiO2=0.78;Al2O3=19.52;FeOt=2.95;MgO=0.66;CaO=3.86;Na2O=5.5;K2O=7.31,wt_pct_oxide,59.8,0.78,19.52,,2.95,,,,0.66,3.86,5.5,7.31,,,,,,anhydrous_total=100.38,true,0.06,,,,,1423.15,1423.15,1423.15,1423.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,4.3651583224e-12,-11.36,,,4.36515832240165e-12,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=4.02045939268838e-13 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 251; Run# PR2"
DDB000252,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Phonolite1,,,,melt_alkaline,,,false,false,phonolite1; SiO2=59.8;TiO2=0.78;Al2O3=19.52;FeOt=2.95;MgO=0.66;CaO=3.86;Na2O=5.5;K2O=7.31,wt_pct_oxide,59.8,0.78,19.52,,2.95,,,,0.66,3.86,5.5,7.31,,,,,,anhydrous_total=100.38,true,0.03,,,,,1473.15,1473.15,1473.15,1473.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,1.3803842646e-11,-10.86,,,1.38038426460289e-11,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=1.27138089211126e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 252; Run# P11"
DDB000253,1.0.0,isothermal_d,,Rb,,,,tracer,none,unspecified,melt,Phonolite1,,,,melt_alkaline,,,false,false,phonolite1; SiO2=59.8;TiO2=0.78;Al2O3=19.52;FeOt=2.95;MgO=0.66;CaO=3.86;Na2O=5.5;K2O=7.31,wt_pct_oxide,59.8,0.78,19.52,,2.95,,,,0.66,3.86,5.5,7.31,,,,,,anhydrous_total=100.38,true,0.04,,,,,1523.15,1523.15,1523.15,1523.15,K,500000000,500000000,500000000,500,MPa,,,,,internally_heated_pressure_vessel,18000,,,,,,,,,,,,,,,,,,2.45470891569e-11,-10.61,,,2.45470891568503e-11,m2/s,,,,other,diffusion_couple,Synchotron XRF,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=zhang_table1; Type_of_dif_as_printed=Tracer; 1s_error_as_printed=2.26087046275837e-12 (on D or lnD unspecified; not converted); Type_of_exp_as_printed=diffusion triple; Analytical_as_printed=Synchotron XRF; Apparatus_as_printed=IHPV; Capsule_as_printed=Au80Pd20; pres_medium_as_printed=Ar; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314,supplement,"Holycross, M.",2026-08-31,draft,Behrens2009CG 259; 63,Behrens,2009,,Chemical Geology,259,63,10.1016/j.chemgeo.2008.10.014,"Zhang 2010 Table 1 xls, Entry# 253; Run# P12"
